  * /home/darshan1512/esim-workspace1/sequence_detector/sequence_detector.cir
  Transient Analysis  Sun May 16 21:42:01  2021
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-07	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-07	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-07	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-07	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.064000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
10	1.192000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
11	1.448000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
12	1.960000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
13	2.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
14	2.080000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
15	2.240000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
16	2.560000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
17	3.200000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
18	4.480000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
19	7.040000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
20	1.216000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
21	2.240000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
22	4.288000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
23	8.384000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
24	1.020000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
25	1.021000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
26	1.023000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
27	1.027000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
28	1.030000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
29	1.030800e-03	0.000000e+00	0.000000e+00	0.000000e+00	
30	1.032400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
31	1.035600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
32	1.042000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
33	1.054800e-03	0.000000e+00	0.000000e+00	0.000000e+00	
34	1.080400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
35	1.131600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
36	1.234000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
37	1.438800e-03	0.000000e+00	0.000000e+00	0.000000e+00	
38	1.848400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
39	2.667600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
40	4.306000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
41	5.020000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
42	5.021000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
43	5.023000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
44	5.027000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
45	5.030000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
46	5.030800e-03	0.000000e+00	0.000000e+00	0.000000e+00	
47	5.032400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
48	5.035600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
49	5.042000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
50	5.054800e-03	0.000000e+00	0.000000e+00	0.000000e+00	
51	5.080400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
52	5.131600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
53	5.234000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
54	5.438800e-03	0.000000e+00	0.000000e+00	0.000000e+00	

Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	5.848400e-03	0.000000e+00	0.000000e+00	0.000000e+00	
56	6.667600e-03	0.000000e+00	0.000000e+00	0.000000e+00	
57	8.306000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
58	1.001000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
59	1.001100e-02	0.000000e+00	0.000000e+00	0.000000e+00	
